"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MARVELD1",0.129503995838197,-0.688308142687298,0.004,0.017,1
"COL9A3",0.129503995838197,-0.918274210513919,0.004,0.017,1
"IPO7",0.12968252804143,0.361353818406296,0.119,0.088,1
"PSEN2",0.129711449283288,-1.65510661805992,0.008,0.023,1
"KCMF1",0.129845042663835,-0.703575499933324,0.052,0.078,1
"GAS6-AS1",0.130071081672746,-1.5191530934574,0.008,0.023,1
"ANKFY1",0.130112138894745,0.572556612111728,0.079,0.055,1
"MAEA",0.130229520328072,0.345974175898873,0.155,0.119,1
"MYO1C",0.13043148747627,-1.31751602368054,0.008,0.023,1
"NUTM2B-AS1",0.130439155264571,0.276492728671751,0.234,0.193,1
"ACBD6",0.130538420269975,0.203879073445079,0.175,0.135,1
"GPANK1",0.130628653948993,0.510711951818487,0.135,0.104,1
"RBPJ",0.130926354246846,-0.356021935383945,0.175,0.221,1
"AGER",0.130973548379956,-1.37056915345657,0.008,0.023,1
"CABP4",0.131154623068094,-1.20880095946753,0.008,0.023,1
