"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BEX2",9.26692751721392e-11,-4.53209370684167,0.01,0.118,3.12239855765006e-06
"SPAG9",9.38886438445686e-11,1.51949244984613,0.186,0.07,3.16348396569889e-06
"FAM129B",9.42345802651246e-11,3.00991307467142,0.071,0.009,3.17513994745311e-06
"ADA",1.04251113469843e-10,-2.19947813454059,0.063,0.199,3.5126370172529e-06
"RWDD3",1.05470608718485e-10,2.75985081496825,0.068,0.008,3.55372669016063e-06
"RP11-334C17.5",1.06757143928587e-10,2.72280879666426,0.076,0.011,3.5970752075298e-06
"RP11-24F11.2",1.07926226869278e-10,4.53464801513507,0.045,0.001,3.63646628813345e-06
"AKR1C3",1.11892319066231e-10,-4.5950176962363,0.008,0.113,3.7700997986176e-06
"FOXP1",1.19977224900479e-10,-1.11314063376089,0.32,0.461,4.04251261579673e-06
"UBE2D2",1.20733489945855e-10,-0.716804546367115,0.491,0.621,4.06799421023564e-06
"HAAO",1.22065690531628e-10,2.52649169816279,0.073,0.01,4.11288137677266e-06
"RTN1",1.23666721554351e-10,1.85954010009182,0.149,0.048,4.1668265160523e-06
"UBE2R2",1.26938883649012e-10,1.02275624581404,0.35,0.191,4.27707874566981e-06
"RPL35A",1.30589042659773e-10,-0.290792101919891,1,0.999,4.40006720337837e-06
"FO538757.2",1.3104101861718e-10,1.09398376041693,0.312,0.159,4.41529608128725e-06
"CD22",1.33235013360066e-10,-3.2836055544119,0.035,0.158,4.48922054015406e-06
"HIST2H2AA3",1.33441328616012e-10,3.97290277508454,0.055,0.004,4.49617212638791e-06
"SIT1",1.34998461180979e-10,-3.30127309266129,0.023,0.138,4.54863815103192e-06
"CAMK1",1.39131059739541e-10,1.12966098998721,0.27,0.127,4.68788192686408e-06
"MDP1",1.42570898380889e-10,2.05179253261316,0.101,0.022,4.80378385004566e-06
"CHI3L2",1.48659059996411e-10,-3.05791508412116,0.023,0.14,5.00891836751908e-06
"PLOD1",1.50110417707715e-10,1.56984875608654,0.128,0.036,5.05782041424376e-06
"UPP1",1.51590376581846e-10,0.823331691248654,0.373,0.2,5.10768614854871e-06
"FRAT2",1.52193751498448e-10,1.47191310092266,0.194,0.076,5.1280162629887e-06
"ABHD17A",1.53862104781805e-10,-1.9634122692636,0.164,0.305,5.18422975851815e-06
"APOBEC3A",1.56145301140388e-10,0.96745875066179,0.224,0.096,5.26115977662422e-06
"CAMTA1",1.58589970756354e-10,0.913402820569244,0.358,0.185,5.3435304746646e-06
"AHCYL1",1.60125696132305e-10,1.46210843204716,0.207,0.085,5.39527520548188e-06
"NRM",1.61317280455e-10,1.81563319243249,0.118,0.031,5.43542444765077e-06
"RAB44",1.64003438539223e-10,6.01094976535303,0.04,0,5.52593185814056e-06
"SERPINB2",1.64003438539223e-10,6.82015720118176,0.04,0,5.52593185814056e-06
"PDXK",1.65453339514504e-10,1.26745505251944,0.262,0.125,5.57478482160169e-06
"TMEM123",1.706842507438e-10,-0.867960362036535,0.416,0.549,5.7510351445616e-06
"RAB27A",1.74241852709375e-10,0.959289473694536,0.325,0.167,5.87090498518968e-06
"VNN1",1.79229678996604e-10,3.67641825385766,0.058,0.005,6.03896480411159e-06
"FAM49A",1.79509012904318e-10,1.13870876850335,0.264,0.123,6.0483766807981e-06
"ENY2",1.81268636623414e-10,0.642994381572209,0.63,0.437,6.10766544238933e-06
"FPR2",1.82227124418045e-10,3.25588128901503,0.081,0.014,6.13996073014162e-06
"RALGPS2",1.88102213394751e-10,-3.10682213125599,0.025,0.142,6.33791597812276e-06
"TMEM127",1.88970329876146e-10,1.28766263956995,0.214,0.089,6.36716629484685e-06
"SLC2A9",1.90908116023858e-10,3.36900802623729,0.058,0.005,6.43245806130789e-06
"ANG",1.95474922352599e-10,4.78493680125273,0.048,0.002,6.58633203374846e-06
"ID2",1.95565659407358e-10,0.605533290389103,0.705,0.54,6.58938932807151e-06
"NOP10",1.97198669469393e-10,0.609541471621977,0.713,0.52,6.64441196910172e-06
"CTC-523E23.11",1.97927282722476e-10,-5.04231614897833,0.008,0.11,6.66896186405111e-06
"TUBA4A",1.99709389598527e-10,-1.05489149429363,0.207,0.368,6.72900817313277e-06
"RP11-295G20.2",2.02730803604378e-10,2.61344434284194,0.098,0.022,6.8308116966459e-06
"SIN3B",2.04379227376304e-10,1.89796118570113,0.128,0.037,6.8863536872172e-06
"DCK",2.1306575182168e-10,-1.28226357172405,0.174,0.327,7.17903744187969e-06
"PABPC1",2.16688763108377e-10,0.258079878881779,0.992,0.968,7.30111118417366e-06
"GATA3",2.18260556522408e-10,-3.36248136116592,0.023,0.136,7.35407119146603e-06
